Exercício: 2014
Escopo: Municípios do Estado - CE
Tabela: Receitas Orçamentárias (Anexo I-C)
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"Total Receitas";"siconfi-cor_TotalReceitas";5659812008,98
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.0.0.0.00.00.00 - Receitas Correntes";"siconfi-cor_RO1.0.0.0.00.00.00";5036004266,69
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.0.0.00.00.00 - Receita Tributária";"siconfi-cor_RO1.1.0.0.00.00.00";1260584517,94
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.0.00.00.00 - Impostos";"siconfi-cor_RO1.1.1.0.00.00.00";1242342443,72
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.2.00.00.00 - Impostos sobre o Patrimônio e a Renda";"siconfi-cor_RO1.1.1.2.00.00.00";635773684,43
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.2.02.00.00 - Imposto sobre a Propriedade Predial e Territorial Urbana ¿ IPTU";"siconfi-cor_RO1.1.1.2.02.00.00";308833435,65
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.2.04.00.00 - Imposto sobre a Renda e Proventos de Qualquer Natureza ¿ IR";"siconfi-cor_RO1.1.1.2.04.00.00";186546032,76
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.2.04.31.00 - Retido nas Fontes - Trabalho";"siconfi-cor_RO1.1.1.2.04.31.00";169961938,37
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.2.04.34.00 - Retido nas Fontes - Outros Rendimentos";"siconfi-cor_RO1.1.1.2.04.34.00";16584094,39
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.2.08.00.00 - Imposto sobre Transmissão "Inter Vivos" de Bens Imóveis e de Direitos Reais sobre Imóveis ¿ ITBI";"siconfi-cor_RO1.1.1.2.08.00.00";140394216,02
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.3.00.00.00 - Impostos sobre a Produção e a Circulação";"siconfi-cor_RO1.1.1.3.00.00.00";606568759,29
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.1.3.05.00.00 - Imposto sobre Serviços de Qualquer Natureza ¿ ISSQN";"siconfi-cor_RO1.1.1.3.05.00.00";606568759,29
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.2.0.00.00.00 - Taxas";"siconfi-cor_RO1.1.2.0.00.00.00";18242074,22
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.2.1.00.00.00 - Taxas pelo Exercício do Poder de Polícia";"siconfi-cor_RO1.1.2.1.00.00.00";12576087,42
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.1.2.2.00.00.00 - Taxas pela Prestação de Serviços";"siconfi-cor_RO1.1.2.2.00.00.00";5665986,8
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.0.0.00.00.00 - Receitas de Contribuições";"siconfi-cor_RO1.2.0.0.00.00.00";274456896,97
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.1.0.00.00.00 - Contribuições Sociais";"siconfi-cor_RO1.2.1.0.00.00.00";144093994,29
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público";"siconfi-cor_RO1.2.1.0.29.00.00";144093994,29
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.1.0.29.07.00 - Contribuição do Servidor Ativo Civil para o Regime Próprio";"siconfi-cor_RO1.2.1.0.29.07.00";142688482,05
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.1.0.29.09.00 - Contribuições do Servidor Inativo Civil para o Regime Próprio";"siconfi-cor_RO1.2.1.0.29.09.00";1181974,72
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.1.0.29.11.00 - Contribuições de Pensionista Civil para o Regime Próprio";"siconfi-cor_RO1.2.1.0.29.11.00";223537,52
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.2.3.0.00.00.00 - Contribuição para Custeio do Serviço de Iluminação Pública";"siconfi-cor_RO1.2.3.0.00.00.00";130362902,68
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.0.0.00.00.00 - Receita Patrimonial";"siconfi-cor_RO1.3.0.0.00.00.00";196771085,89
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.1.0.00.00.00 - Receitas Imobiliárias";"siconfi-cor_RO1.3.1.0.00.00.00";608459,65
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.1.1.00.00.00 - Aluguéis";"siconfi-cor_RO1.3.1.1.00.00.00";608459,65
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.2.0.00.00.00 - Receitas de Valores Mobiliários";"siconfi-cor_RO1.3.2.0.00.00.00";115114380,31
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.2.1.00.00.00 - Juros de Títulos de Renda";"siconfi-cor_RO1.3.2.1.00.00.00";62028247,38
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.2.5.00.00.00 - Remuneração de Depósitos Bancários";"siconfi-cor_RO1.3.2.5.00.00.00";53086132,93
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.3.0.00.00.00 - Receitas de Concessões e Permissões";"siconfi-cor_RO1.3.3.0.00.00.00";26023218,29
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.6.0.00.00.00 - Receita da Cessão de Direitos";"siconfi-cor_RO1.3.6.0.00.00.00";55000000,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.3.9.0.00.00.00 - Outras Receitas Patrimoniais";"siconfi-cor_RO1.3.9.0.00.00.00";25027,64
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.6.0.0.00.00.00 - Receita de Serviços";"siconfi-cor_RO1.6.0.0.00.00.00";4561983,49
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.6.0.0.02.00.00 - Serviços Financeiros";"siconfi-cor_RO1.6.0.0.02.00.00";539318,5
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.6.0.0.13.00.00 - Serviços Administrativos";"siconfi-cor_RO1.6.0.0.13.00.00";2790973,14
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.6.0.0.16.00.00 - Serviços Educacionais";"siconfi-cor_RO1.6.0.0.16.00.00";889350,4
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.6.0.0.99.00.00 - Demais Receitas de Serviços";"siconfi-cor_RO1.6.0.0.99.00.00";342341,45
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.0.0.00.00.00 - Transferências Correntes";"siconfi-cor_RO1.7.0.0.00.00.00";3143487094,94
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";"siconfi-cor_RO1.7.2.0.00.00.00";3124327498,31
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.00.00.00 - Transferências da União";"siconfi-cor_RO1.7.2.1.00.00.00";1536892534,51
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.01.00.00 - Participação na Receita da União";"siconfi-cor_RO1.7.2.1.01.00.00";674225395,28
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.01.02.00 - Cota-Parte do Fundo de Participação dos Municípios ¿ FPM";"siconfi-cor_RO1.7.2.1.01.02.00";674215230,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.01.05.00 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural ¿ ITR";"siconfi-cor_RO1.7.2.1.01.05.00";10165,28
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.22.00.00 - Transferências da Compensação Financeira pela Exploração de Recursos Naturais";"siconfi-cor_RO1.7.2.1.22.00.00";16484148,65
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.22.20.00 - Cota-Parte da Compensação Financeira de Recursos Minerais - CFEM";"siconfi-cor_RO1.7.2.1.22.20.00";334679,53
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.22.30.00 - Cota-Parte Royalties ¿ Compensação Financeira pela Produção de Petróleo ¿ Lei nº 7.990/89";"siconfi-cor_RO1.7.2.1.22.30.00";5182080,81
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.22.40.00 - Cota-Parte Royalties pelo Excedente da Produção do Petróleo - Lei nº 9.478/97 artigo 49 I e II";"siconfi-cor_RO1.7.2.1.22.40.00";727381,07
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.22.70.00 - Cota-Parte do Fundo Especial do Petróleo ¿ FEP";"siconfi-cor_RO1.7.2.1.22.70.00";10240007,24
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.33.00.00 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo";"siconfi-cor_RO1.7.2.1.33.00.00";765503367,41
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.34.00.00 - Transferências de Recursos do Fundo Nacional de Assistência Social ¿ FNAS";"siconfi-cor_RO1.7.2.1.34.00.00";17685764,27
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.35.00.00 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação ¿ FNDE";"siconfi-cor_RO1.7.2.1.35.00.00";46609746,97
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.36.00.00 - Transferências Financeiras do ICMS ¿ Desoneração ¿ L.C. Nº 87/96";"siconfi-cor_RO1.7.2.1.36.00.00";3046352,4
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.1.99.00.00 - Outras Transferências da União";"siconfi-cor_RO1.7.2.1.99.00.00";13337759,53
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.00.00.00 - Transferências dos Estados";"siconfi-cor_RO1.7.2.2.00.00.00";1117260589,45
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.01.00.00 - Participação na Receita dos Estados";"siconfi-cor_RO1.7.2.2.01.00.00";1051679590,32
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.01.01.00 - Cota-Parte do ICMS";"siconfi-cor_RO1.7.2.2.01.01.00";872317212,75
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.01.02.00 - Cota-Parte do IPVA";"siconfi-cor_RO1.7.2.2.01.02.00";176237827,94
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.01.04.00 - Cota-Parte do IPI sobre Exportação";"siconfi-cor_RO1.7.2.2.01.04.00";2918229,67
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.01.13.00 - Cota-Parte da Contribuição de Intervenção no Domínio Econômico";"siconfi-cor_RO1.7.2.2.01.13.00";206319,96
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.22.00.00 - Transferências da Cota-Parte da Compensação Financeira (25%)";"siconfi-cor_RO1.7.2.2.22.00.00";3658181,21
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.22.30.00 - Cota-Parte Royalties - Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 artigo 9º";"siconfi-cor_RO1.7.2.2.22.30.00";3658181,21
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.33.00.00 - Transferências de Recursos do Estado para Programas de Saúde - Repasse Fundo a Fundo";"siconfi-cor_RO1.7.2.2.33.00.00";61579877,92
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.2.99.00.00 - Outras Transferências dos Estados";"siconfi-cor_RO1.7.2.2.99.00.00";342940,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.4.00.00.00 - Transferências Multigovernamentais";"siconfi-cor_RO1.7.2.4.00.00.00";470174374,35
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.4.01.00.00 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";"siconfi-cor_RO1.7.2.4.01.00.00";353772500,18
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.2.4.02.00.00 - Transferências de Recursos da Complementação ao Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério - FUNDEB";"siconfi-cor_RO1.7.2.4.02.00.00";116401874,17
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.3.0.00.00.00 - Transferências de Instituições Privadas";"siconfi-cor_RO1.7.3.0.00.00.00";67575,6
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.4.0.00.00.00 - Transferências do Exterior";"siconfi-cor_RO1.7.4.0.00.00.00";9130,99
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.6.0.00.00.00 - Transferências de Convênios";"siconfi-cor_RO1.7.6.0.00.00.00";19082890,04
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.6.1.00.00.00 - Transferências de Convênios da União e de Suas Entidades";"siconfi-cor_RO1.7.6.1.00.00.00";17468490,04
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.6.1.01.00.00 - Transferências de Convênios da União para o Sistema Único de Saúde - SUS";"siconfi-cor_RO1.7.6.1.01.00.00";1414135,62
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.6.1.99.00.00 - Outras Transferências de Convênios da União";"siconfi-cor_RO1.7.6.1.99.00.00";16054354,42
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.6.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de Suas Entidades";"siconfi-cor_RO1.7.6.2.00.00.00";1614400,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.7.6.2.99.00.00 - Outras Transferências de Convênios dos Estados";"siconfi-cor_RO1.7.6.2.99.00.00";1614400,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.0.0.00.00.00 - Outras Receitas Correntes";"siconfi-cor_RO1.9.0.0.00.00.00";156142687,46
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.1.0.00.00.00 - Multas e Juros de Mora";"siconfi-cor_RO1.9.1.0.00.00.00";53170147,62
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.1.1.00.00.00 - Multas e Juros de Mora dos Tributos";"siconfi-cor_RO1.9.1.1.00.00.00";3289697,39
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.1.3.00.00.00 - Multas e Juros de Mora da Dívida Ativa dos Tributos";"siconfi-cor_RO1.9.1.3.00.00.00";230,99
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.1.9.00.00.00 - Multas de Outras Origens";"siconfi-cor_RO1.9.1.9.00.00.00";49880219,24
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.2.0.00.00.00 - Indenizações e Restituições";"siconfi-cor_RO1.9.2.0.00.00.00";39176892,14
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.2.1.00.00.00 - Indenizações";"siconfi-cor_RO1.9.2.1.00.00.00";6409074,05
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.2.2.00.00.00 - Restituições";"siconfi-cor_RO1.9.2.2.00.00.00";32767818,09
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.2.2.10.00.00 - Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores";"siconfi-cor_RO1.9.2.2.10.00.00";1949986,71
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.2.2.99.00.00 - Outras Restituições";"siconfi-cor_RO1.9.2.2.99.00.00";30817831,38
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.3.0.00.00.00 - Receita da Dívida Ativa";"siconfi-cor_RO1.9.3.0.00.00.00";61098997,83
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.3.1.00.00.00 - Receita da Dívida Ativa Tributária";"siconfi-cor_RO1.9.3.1.00.00.00";61019049,27
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.3.2.00.00.00 - Receita da Dívida Ativa Não Tributária";"siconfi-cor_RO1.9.3.2.00.00.00";79948,56
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"1.9.9.0.00.00.00 - Receitas Diversas";"siconfi-cor_RO1.9.9.0.00.00.00";2696649,87
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.0.0.0.00.00.00 - Receitas de Capital";"siconfi-cor_RO2.0.0.0.00.00.00";262476848,98
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.1.0.0.00.00.00 - Operações de Crédito";"siconfi-cor_RO2.1.0.0.00.00.00";128711060,71
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.1.1.0.00.00.00 - Operações de Crédito Internas";"siconfi-cor_RO2.1.1.0.00.00.00";46906907,14
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.1.2.0.00.00.00 - Operações de Crédito Externas";"siconfi-cor_RO2.1.2.0.00.00.00";81804153,57
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.2.0.0.00.00.00 - Alienação de Bens";"siconfi-cor_RO2.2.0.0.00.00.00";322229,83
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.2.1.0.00.00.00 - Alienação de Bens Móveis";"siconfi-cor_RO2.2.1.0.00.00.00";322229,83
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.3.0.0.00.00.00 - Amortização de Empréstimos";"siconfi-cor_RO2.3.0.0.00.00.00";117214,63
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.0.0.00.00.00 - Transferências de Capital";"siconfi-cor_RO2.4.0.0.00.00.00";133326343,81
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.2.0.00.00.00 - Transferências Intergovernamentais";"siconfi-cor_RO2.4.2.0.00.00.00";65631529,28
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.2.1.00.00.00 - Transferências da União";"siconfi-cor_RO2.4.2.1.00.00.00";55631529,28
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.2.1.01.00.00 - Participação na Receita da União";"siconfi-cor_RO2.4.2.1.01.00.00";23922296,76
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.2.1.02.00.00 - Transferências de Recursos Destinados a Programas de Educação";"siconfi-cor_RO2.4.2.1.02.00.00";31709232,52
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.2.2.00.00.00 - Transferências dos Estados";"siconfi-cor_RO2.4.2.2.00.00.00";10000000,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.2.2.99.00.00 - Outras Transferências dos Estados";"siconfi-cor_RO2.4.2.2.99.00.00";10000000,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.0.00.00.00 - Transferências de Convênios";"siconfi-cor_RO2.4.7.0.00.00.00";67694814,53
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.1.00.00.00 - Transferências de Convênios da União e de suas Entidades";"siconfi-cor_RO2.4.7.1.00.00.00";29203564,53
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.1.01.00.00 - Transferências de Convênios da União para o Sistema Único de Saúde - SUS";"siconfi-cor_RO2.4.7.1.01.00.00";322479,32
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.1.99.00.00 - Outras Transferências de Convênios da União";"siconfi-cor_RO2.4.7.1.99.00.00";28881085,21
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.2.00.00.00 - Transferências de Convênios dos Estados e do Distrito Federal e de suas Entidades";"siconfi-cor_RO2.4.7.2.00.00.00";38306250,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.2.02.00.00 - Transferências de Convênios dos Estados Destinadas a Programas de Educação";"siconfi-cor_RO2.4.7.2.02.00.00";2000000,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.2.99.00.00 - Outras Transferências de Convênios dos Estados";"siconfi-cor_RO2.4.7.2.99.00.00";36306250,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"2.4.7.4.00.00.00 - Transferências de Convênios de Instituições Privadas";"siconfi-cor_RO2.4.7.4.00.00.00";185000,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.0.0.0.00.00.00 - Receitas Correntes Intraorçamentárias";"siconfi-cor_RI7.0.0.0.00.00.00";361330893,31
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.2.0.0.00.00.00 - Receitas de Contribuições Intraorçamentárias";"siconfi-cor_RI7.2.0.0.00.00.00";359826473,31
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.2.1.0.00.00.00 - Contribuições Sociais Intraorçamentárias";"siconfi-cor_RI7.2.1.0.00.00.00";359826473,31
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.2.1.0.29.00.00 - Contribuições para o Regime Próprio de Previdência do Servidor Público Intraorçamentárias";"siconfi-cor_RI7.2.1.0.29.00.00";262901207,73
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.2.1.0.29.01.00 - Contribuição Patronal de Servidor Ativo Civil para o Regime Próprio Intraorçamentária";"siconfi-cor_RI7.2.1.0.29.01.00";262901207,73
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.2.1.0.99.00.00 - Outras Contribuições Sociais Intraorçamentárias";"siconfi-cor_RI7.2.1.0.99.00.00";96925265,58
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.6.0.0.00.00.00 - Receita de Serviços Intraorçamentária";"siconfi-cor_RI7.6.0.0.00.00.00";117000,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Receitas Brutas Realizadas";"7.7.0.0.00.00.00 - Transferências Correntes Intraorçamentárias";"siconfi-cor_RI7.7.0.0.00.00.00";1387420,00
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Deduções - FUNDEB";"Total Receitas";"siconfi-cor_TotalReceitas";340022014,08
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Deduções - FUNDEB";"1.0.0.0.00.00.00 - Receitas Correntes";"siconfi-cor_RO1.0.0.0.00.00.00";340022014,08
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Deduções - FUNDEB";"1.7.0.0.00.00.00 - Transferências Correntes";"siconfi-cor_RO1.7.0.0.00.00.00";340022014,08
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Deduções - FUNDEB";"1.7.2.0.00.00.00 - Transferências Intergovernamentais";"siconfi-cor_RO1.7.2.0.00.00.00";340022014,08
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Deduções - FUNDEB";"1.7.2.1.00.00.00 - Transferências da União";"siconfi-cor_RO1.7.2.1.00.00.00";129727360,4
Prefeitura Municipal de Fortaleza - CE;2304400;CE;2571896;"Deduções - FUNDEB";"1.7.2.1.01.00.00 - Participação na Receita da União";"siconfi-cor_RO1.7.2.1.01.00.00";129118089,92
